
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.5610e-02      1  EP      4.8631e-02   3.1416e-02
    1  00:00:00   7.5610e-02      2  SN      4.8631e-02   3.1416e-02
    1  00:00:00   7.5609e-02      3  FP      4.8630e-02   3.1416e-02
  250  00:00:01   8.8683e-02      4  SN      5.7726e-02   3.1416e-02
  250  00:00:01   8.8683e-02      5  BP      5.7726e-02   3.1416e-02
 1062  00:00:03   1.5851e-01      6  UZ      1.0000e-01   3.1416e-02
 1896  00:00:07   2.4021e-01      7  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:07   7.5610e-02      8  EP      4.8631e-02   3.1416e-02
    1  00:00:07   7.5610e-02      9  BP      4.8631e-02   3.1416e-02
    1  00:00:07   7.5612e-02     10  FP      4.8632e-02   3.1416e-02
    2  00:00:07   7.5612e-02     11  SN      4.8632e-02   3.1416e-02
    2  00:00:07   7.5612e-02     12  FP      4.8632e-02   3.1416e-02
  250  00:00:09   8.8683e-02     13  SN      5.7726e-02   3.1416e-02
  250  00:00:09   8.8683e-02     14  BP      5.7726e-02   3.1416e-02
 1062  00:00:13   1.5851e-01     15  UZ      1.0000e-01   3.1416e-02
 1896  00:00:18   2.4021e-01     16  EP      1.5000e-01   3.1416e-02
