
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.5016e-02      1  EP      4.8145e-02   3.1416e-02
    1  00:00:00   7.5016e-02      2  SN      4.8145e-02   3.1416e-02
    1  00:00:00   7.5016e-02      3  BP      4.8145e-02   3.1416e-02
   23  00:00:00   6.0157e-02      4  SN      3.6276e-02   3.1416e-02
   23  00:00:00   6.0143e-02      5  BP      3.6265e-02   3.1416e-02
   37  00:00:00   5.0222e-02      6  HB      2.7706e-02   3.1416e-02
   51  00:00:00   4.0559e-02      7  SN      1.8139e-02   3.1416e-02
   51  00:00:00   4.0525e-02      8  BP      1.8102e-02   3.1416e-02
   93  00:00:00   3.4452e-02      9  EP     -1.0000e-02   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.5016e-02     10  EP      4.8145e-02   3.1416e-02
    2  00:00:00   7.5211e-02     11  SN      4.8278e-02   3.1416e-02
    2  00:00:00   7.5212e-02     12  BP      4.8279e-02   3.1416e-02
   59  00:00:01   1.2106e-01     13  UZ      7.8540e-02   3.1416e-02
  182  00:00:01   2.4079e-01     14  UZ      1.5708e-01   3.1416e-02
  302  00:00:02   3.6079e-01     15  UZ      2.3562e-01   3.1416e-02
  423  00:00:02   4.8087e-01     16  UZ      3.1416e-01   3.1416e-02
  543  00:00:03   6.0099e-01     17  EP      3.9270e-01   3.1416e-02
