
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.7945e-02      1  EP      5.0441e-02   3.1416e-02
    1  00:00:00   7.7945e-02      2  SN      5.0441e-02   3.1416e-02
    1  00:00:00   7.7944e-02      3  FP      5.0440e-02   3.1416e-02
  125  00:00:00   8.3406e-02      4  SN      5.4079e-02   3.1416e-02
  125  00:00:00   8.3406e-02      5  BP      5.4079e-02   3.1416e-02
  872  00:00:03   1.5208e-01      6  UZ      1.0000e-01   3.1416e-02
 1638  00:00:06   2.2736e-01      7  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:06   7.7945e-02      8  EP      5.0441e-02   3.1416e-02
    1  00:00:06   7.7945e-02      9  BP      5.0441e-02   3.1416e-02
    1  00:00:06   7.7947e-02     10  FP      5.0442e-02   3.1416e-02
    2  00:00:06   7.7947e-02     11  SN      5.0442e-02   3.1416e-02
    2  00:00:06   7.7946e-02     12  FP      5.0441e-02   3.1416e-02
  125  00:00:07   8.3406e-02     13  SN      5.4079e-02   3.1416e-02
  125  00:00:08   8.3406e-02     14  BP      5.4079e-02   3.1416e-02
  872  00:00:10   1.5208e-01     15  UZ      1.0000e-01   3.1416e-02
 1638  00:00:14   2.2736e-01     16  EP      1.5000e-01   3.1416e-02
