
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.2248e-02      1  EP      4.6004e-02   3.1416e-02
    1  00:00:00   7.2248e-02      2  BP      4.6004e-02   3.1416e-02
    1  00:00:00   7.2217e-02      3  FP      4.5976e-02   3.1416e-02
    9  00:00:00   7.3441e-02      4  SN      4.6548e-02   3.1416e-02
    9  00:00:00   7.3441e-02      5  BP      4.6548e-02   3.1416e-02
   45  00:00:00   8.5653e-02      6  SN      5.3582e-02   3.1416e-02
   45  00:00:00   8.5653e-02      7  BP      5.3582e-02   3.1416e-02
  812  00:00:04   8.3760e-01      8  UZ      4.7124e-01   3.1416e-02
