
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.3234e-02      1  EP      5.0161e-02   3.1416e-02
    1  00:00:00   8.3111e-02      2  SN      5.0087e-02   3.1416e-02
    1  00:00:00   8.3102e-02      3  BP      5.0081e-02   3.1416e-02
    2  00:00:00   8.2645e-02      4  BP      4.9805e-02   3.1416e-02
    2  00:00:00   8.2645e-02      5  SN      4.9805e-02   3.1416e-02
    3  00:00:00   8.2204e-02      6  SN      4.9538e-02   3.1416e-02
    3  00:00:00   8.2204e-02      7  BP      4.9538e-02   3.1416e-02
   25  00:00:00   6.9946e-02      8  SN      4.2461e-02   3.1416e-02
   25  00:00:00   6.9753e-02      9  FP      4.2351e-02   3.1416e-02
   88  00:00:00   1.1742e-01     10  UZ      7.8540e-02   3.1416e-02
  203  00:00:01   2.2974e-01     11  UZ      1.5708e-01   3.1416e-02
  317  00:00:03   3.4333e-01     12  UZ      2.3562e-01   3.1416e-02
  432  00:00:03   4.5719e-01     13  UZ      3.1416e-01   3.1416e-02
  546  00:00:04   5.7116e-01     14  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   8.3234e-02     15  EP      5.0161e-02   3.1416e-02
    2  00:00:04   8.3835e-02     16  BP      5.0523e-02   3.1416e-02
    2  00:00:04   8.3866e-02     17  FP      5.0542e-02   3.1416e-02
    3  00:00:04   8.3798e-02     18  SN      5.0501e-02   3.1416e-02
    3  00:00:04   8.3701e-02     19  BP      5.0442e-02   3.1416e-02
    6  00:00:04   8.2513e-02     20  BP      4.9724e-02   3.1416e-02
    6  00:00:04   8.2388e-02     21  SN      4.9673e-02   3.1416e-02
   55  00:00:05   5.0263e-02     22  BP      2.7735e-02   3.1416e-02
   55  00:00:05   5.0234e-02     23  FP      2.7706e-02   3.1416e-02
  176  00:00:05   1.4676e-01     24  UZ      7.8540e-02   3.1416e-02
  325  00:00:06   2.9386e-01     25  UZ      1.5708e-01   3.1416e-02
  473  00:00:06   4.4080e-01     26  UZ      2.3562e-01   3.1416e-02
  620  00:00:07   5.8774e-01     27  UZ      3.1416e-01   3.1416e-02
  767  00:00:08   7.3467e-01     28  EP      3.9270e-01   3.1416e-02
