
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.2950e-01      1  EP      8.8832e-02   3.1416e-02
    1  00:00:00   1.2950e-01      2  SN      8.8832e-02   3.1416e-02
    1  00:00:00   1.2950e-01      3  BP      8.8832e-02   3.1416e-02
    3  00:00:00   1.2703e-01      4  SN      8.7035e-02   3.1416e-02
    3  00:00:00   1.2703e-01      5  BP      8.7035e-02   3.1416e-02
    5  00:00:00   1.2458e-01      6  SN      8.5244e-02   3.1416e-02
    5  00:00:00   1.2458e-01      7  BP      8.5244e-02   3.1416e-02
    7  00:00:00   1.0732e-01      8  SN      7.2560e-02   3.1416e-02
    7  00:00:00   1.0731e-01      9  BP      7.2558e-02   3.1416e-02
   12  00:00:00   7.2829e-02     10  SN      4.6461e-02   3.1416e-02
   12  00:00:00   7.2829e-02     11  BP      4.6461e-02   3.1416e-02
   13  00:00:00   6.0157e-02     12  SN      3.6276e-02   3.1416e-02
   13  00:00:00   6.0157e-02     13  BP      3.6276e-02   3.1416e-02
   14  00:00:00   4.9434e-02     14  SN      2.6989e-02   3.1416e-02
   14  00:00:00   4.9434e-02     15  BP      2.6989e-02   3.1416e-02
   18  00:00:00   3.1416e-02     16  EP      8.6736e-19   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:01   1.2950e-01     17  EP      8.8832e-02   3.1416e-02
    1  00:00:01   1.2986e-01     18  BP      8.9094e-02   3.1416e-02
    1  00:00:01   1.3022e-01     19  SN      8.9313e-02   3.1416e-02
    3  00:00:01   1.3854e-01     20  SN      9.4858e-02   3.1416e-02
    3  00:00:01   1.3854e-01     21  BP      9.4858e-02   3.1416e-02
    5  00:00:01   1.4625e-01     22  UZ      1.0000e-01   3.1416e-02
   51  00:00:01   5.9430e-01     23  EP      4.0000e-01   3.1416e-02
