
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.4894e-01      1  EP      4.8074e-01   3.1416e-01
    1  00:00:02   7.4894e-01      2  SN      4.8074e-01   3.1416e-01
    1  00:00:02   7.4893e-01      3  FP      4.8072e-01   3.1416e-01
   15  00:00:08   7.7132e-01      4  SN      4.8820e-01   3.1416e-01
   15  00:00:08   7.7132e-01      5  BP      4.8820e-01   3.1416e-01
   24  00:00:11   8.0634e-01      6  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:14   7.4894e-01      7  EP      4.8074e-01   3.1416e-01
    1  00:00:14   7.4894e-01      8  BP      4.8074e-01   3.1416e-01
    1  00:00:14   7.4899e-01      9  SN      4.8076e-01   3.1416e-01
   15  00:00:21   7.7132e-01     10  BP      4.8820e-01   3.1416e-01
   15  00:00:21   7.7132e-01     11  SN      4.8820e-01   3.1416e-01
   24  00:00:24   8.0634e-01     12  EP      5.0000e-01   3.1416e-01
