
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.0222e-02      1  EP      2.7706e-02   3.1416e-02
    1  00:00:00   5.0222e-02      2  SN      2.7706e-02   3.1416e-02
    1  00:00:00   5.0221e-02      3  FP      2.7706e-02   3.1416e-02
  742  00:00:03   1.0477e-01      4  SN      5.6516e-02   3.1416e-02
  742  00:00:03   1.0477e-01      5  BP      5.6516e-02   3.1416e-02
 1581  00:00:07   1.8625e-01      6  UZ      1.0000e-01   3.1416e-02
 2525  00:00:11   2.7972e-01      7  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:12   5.0222e-02      8  EP      2.7706e-02   3.1416e-02
    1  00:00:12   5.0222e-02      9  BP      2.7706e-02   3.1416e-02
    1  00:00:12   5.0222e-02     10  FP      2.7707e-02   3.1416e-02
    2  00:00:12   5.0222e-02     11  SN      2.7707e-02   3.1416e-02
    2  00:00:13   5.0222e-02     12  FP      2.7707e-02   3.1416e-02
  742  00:00:16   1.0477e-01     13  SN      5.6516e-02   3.1416e-02
  742  00:00:16   1.0477e-01     14  BP      5.6516e-02   3.1416e-02
 1581  00:00:20   1.8625e-01     15  UZ      1.0000e-01   3.1416e-02
 2525  00:00:26   2.7972e-01     16  EP      1.5000e-01   3.1416e-02
