
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.9265e-02      1  EP      5.8631e-02   3.1416e-02
   25  00:00:00   7.4980e-02      2  HB      4.8141e-02   3.1416e-02
   44  00:00:00   6.0183e-02      3  SN      3.6295e-02   3.1416e-02
   44  00:00:00   6.0143e-02      4  FP      3.6260e-02   3.1416e-02
   80  00:00:00   8.1939e-02      5  SN      4.9381e-02   3.1416e-02
   80  00:00:00   8.1976e-02      6  BP      4.9403e-02   3.1416e-02
   81  00:00:00   8.2300e-02      7  SN      4.9599e-02   3.1416e-02
   81  00:00:00   8.2337e-02      8  BP      4.9621e-02   3.1416e-02
  134  00:00:00   1.3028e-01      9  UZ      7.8540e-02   3.1416e-02
  267  00:00:02   2.6049e-01     10  UZ      1.5708e-01   3.1416e-02
  397  00:00:02   3.9073e-01     11  UZ      2.3562e-01   3.1416e-02
  528  00:00:03   5.2098e-01     12  UZ      3.1416e-01   3.1416e-02
  658  00:00:03   6.5122e-01     13  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   8.9265e-02     14  EP      5.8631e-02   3.1416e-02
    1  00:00:03   8.9514e-02     15  SN      5.8799e-02   3.1416e-02
    1  00:00:03   8.9514e-02     16  BP      5.8799e-02   3.1416e-02
   40  00:00:04   1.1974e-01     17  UZ      7.8540e-02   3.1416e-02
  165  00:00:04   2.4033e-01     18  UZ      1.5708e-01   3.1416e-02
  287  00:00:05   3.6112e-01     19  UZ      2.3562e-01   3.1416e-02
  408  00:00:05   4.8184e-01     20  UZ      3.1416e-01   3.1416e-02
  529  00:00:06   6.0252e-01     21  EP      3.9270e-01   3.1416e-02
