
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.4632e-02      1  EP      2.2418e-02   3.1416e-02
    1  00:00:00   4.4632e-02      2  SN      2.2418e-02   3.1416e-02
    1  00:00:00   4.4596e-02      3  FP      2.2379e-02   3.1416e-02
   16  00:00:00   4.9247e-02      4  SN      2.5098e-02   3.1416e-02
   16  00:00:00   4.9247e-02      5  BP      2.5098e-02   3.1416e-02
   18  00:00:01   5.0354e-02      6  SN      2.5670e-02   3.1416e-02
   18  00:00:01   5.0354e-02      7  BP      2.5670e-02   3.1416e-02
  383  00:00:07   3.9512e-01      8  SN      1.9797e-01   3.1416e-02
  383  00:00:07   3.9512e-01      9  BP      1.9797e-01   3.1416e-02
  931  00:00:16   9.4213e-01     10  UZ      4.7124e-01   3.1416e-02
 1496  00:00:25   1.5077e+00     11  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:25   4.4632e-02     12  EP      2.2418e-02   3.1416e-02
    1  00:00:25   4.4632e-02     13  BP      2.2418e-02   3.1416e-02
    1  00:00:25   4.4713e-02     14  FP      2.2487e-02   3.1416e-02
    2  00:00:26   4.4713e-02     15  SN      2.2487e-02   3.1416e-02
    2  00:00:26   4.4719e-02     16  FP      2.2476e-02   3.1416e-02
   15  00:00:27   4.9236e-02     17  SN      2.5092e-02   3.1416e-02
   15  00:00:27   4.9236e-02     18  BP      2.5092e-02   3.1416e-02
   17  00:00:27   5.0363e-02     19  SN      2.5674e-02   3.1416e-02
   17  00:00:27   5.0363e-02     20  BP      2.5674e-02   3.1416e-02
  382  00:00:35   3.9522e-01     21  SN      1.9802e-01   3.1416e-02
  382  00:00:35   3.9522e-01     22  BP      1.9802e-01   3.1416e-02
  930  00:00:44   9.4213e-01     23  UZ      4.7124e-01   3.1416e-02
 1496  00:00:52   1.5077e+00     24  EP      7.5398e-01   3.1416e-02
