
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.0222e-02      1  EP      2.7706e-02   3.1416e-02
    1  00:00:00   5.0222e-02      2  SN      2.7706e-02   3.1416e-02
    1  00:00:00   5.0206e-02      3  FP      2.7686e-02   3.1416e-02
   20  00:00:00   5.5954e-02      4  HB      2.9715e-02   3.1416e-02
 1059  00:00:09   1.0791e+00      5  UZ      4.7124e-01   3.1416e-02
 1420  00:00:12   1.4392e+00      6  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:12   5.0222e-02      7  EP      2.7706e-02   3.1416e-02
    1  00:00:12   5.0222e-02      8  BP      2.7706e-02   3.1416e-02
    1  00:00:12   5.0250e-02      9  FP      2.7723e-02   3.1416e-02
    2  00:00:12   5.0251e-02     10  SN      2.7723e-02   3.1416e-02
    2  00:00:12   5.0264e-02     11  FP      2.7719e-02   3.1416e-02
   20  00:00:13   5.5954e-02     12  HB      2.9715e-02   3.1416e-02
 1059  00:00:21   1.0791e+00     13  UZ      4.7124e-01   3.1416e-02
 1420  00:00:24   1.4392e+00     14  EP      6.2832e-01   3.1416e-02
