
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.1543e-01      1  EP      7.8540e-02   3.1416e-02
    1  00:00:00   1.1543e-01      2  UZ      7.8540e-02   3.1416e-02
   37  00:00:00   8.1058e-02      3  SN      5.2836e-02   3.1416e-02
   37  00:00:00   8.1057e-02      4  BP      5.2836e-02   3.1416e-02
   45  00:00:00   7.3721e-02      5  SN      4.7158e-02   3.1416e-02
   45  00:00:00   7.3702e-02      6  BP      4.7143e-02   3.1416e-02
   50  00:00:00   7.1812e-02      7  SN      4.5661e-02   3.1416e-02
   50  00:00:00   7.1705e-02      8  FP      4.5576e-02   3.1416e-02
  121  00:00:00   1.2450e-01      9  UZ      7.8540e-02   3.1416e-02
  249  00:00:01   2.5045e-01     10  UZ      1.5708e-01   3.1416e-02
  376  00:00:01   3.7605e-01     11  UZ      2.3562e-01   3.1416e-02
  718  00:00:03   7.1741e-01     12  UZ      4.4925e-01   3.1416e-02
  824  00:00:03   8.2360e-01     13  UZ      5.1572e-01   3.1416e-02
 1255  00:00:06   1.2544e+00     14  UZ      7.8540e-01   3.1416e-02
 1506  00:00:07   1.5053e+00     15  EP      9.4248e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:08   1.1543e-01     16  EP      7.8540e-02   3.1416e-02
  112  00:00:08   2.2435e-01     17  UZ      1.5708e-01   3.1416e-02
  223  00:00:09   3.3469e-01     18  UZ      2.3562e-01   3.1416e-02
  525  00:00:10   6.3611e-01     19  UZ      4.4925e-01   3.1416e-02
  619  00:00:12   7.3002e-01     20  UZ      5.1572e-01   3.1416e-02
 1000  00:00:14   1.1112e+00     21  UZ      7.8540e-01   3.1416e-02
 1222  00:00:16   1.3332e+00     22  EP      9.4248e-01   3.1416e-02
