
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.0845e-02      1  EP      4.9802e-02   3.1416e-02
    1  00:00:00   8.0845e-02      2  SN      4.9802e-02   3.1416e-02
    1  00:00:00   8.0779e-02      3  FP      4.9760e-02   3.1416e-02
    3  00:00:00   8.0846e-02      4  SN      4.9798e-02   3.1416e-02
    3  00:00:00   8.0851e-02      5  FP      4.9799e-02   3.1416e-02
   16  00:00:00   8.1017e-02      6  SN      4.9453e-02   3.1416e-02
   16  00:00:00   8.1063e-02      7  FP      4.9451e-02   3.1416e-02
   92  00:00:00   1.3710e-01      8  UZ      7.8540e-02   3.1416e-02
  235  00:00:01   2.7711e-01      9  UZ      1.5708e-01   3.1416e-02
  374  00:00:01   4.1580e-01     10  UZ      2.3562e-01   3.1416e-02
  513  00:00:03   5.5434e-01     11  UZ      3.1416e-01   3.1416e-02
  652  00:00:03   6.9285e-01     12  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   8.0845e-02     13  EP      4.9802e-02   3.1416e-02
    1  00:00:03   8.0845e-02     14  BP      4.9802e-02   3.1416e-02
    1  00:00:04   8.0885e-02     15  FP      4.9826e-02   3.1416e-02
   16  00:00:04   8.1470e-02     16  SN      4.9763e-02   3.1416e-02
   16  00:00:04   8.0895e-02     17  FP      4.9362e-02   3.1416e-02
   90  00:00:04   1.3582e-01     18  UZ      7.8540e-02   3.1416e-02
  230  00:00:05   2.7283e-01     19  UZ      1.5708e-01   3.1416e-02
  367  00:00:06   4.0872e-01     20  UZ      2.3562e-01   3.1416e-02
  503  00:00:06   5.4466e-01     21  UZ      3.1416e-01   3.1416e-02
  639  00:00:07   6.8061e-01     22  EP      3.9270e-01   3.1416e-02
