
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0781e-02      1  EP      1.8387e-02   3.1416e-02
    1  00:00:00   4.0781e-02      2  SN      1.8387e-02   3.1416e-02
    1  00:00:00   4.0776e-02      3  FP      1.8379e-02   3.1416e-02
 1323  00:00:05   6.7468e-01      4  UZ      3.1416e-01   3.1416e-02
 1660  00:00:07   8.4306e-01      5  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:07   4.0781e-02      6  EP      1.8387e-02   3.1416e-02
    1  00:00:07   4.0781e-02      7  BP      1.8387e-02   3.1416e-02
    1  00:00:07   4.0790e-02      8  FP      1.8393e-02   3.1416e-02
    2  00:00:07   4.0790e-02      9  SN      1.8393e-02   3.1416e-02
    2  00:00:07   4.0794e-02     10  FP      1.8392e-02   3.1416e-02
 1323  00:00:13   6.7468e-01     11  UZ      3.1416e-01   3.1416e-02
 1660  00:00:15   8.4306e-01     12  EP      3.9270e-01   3.1416e-02
