
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.9330e-02      1  EP      5.1509e-02   3.1416e-02
    1  00:00:00   7.9330e-02      2  SN      5.1509e-02   3.1416e-02
    1  00:00:00   7.9320e-02      3  FP      5.1500e-02   3.1416e-02
 2758  00:00:12   7.4833e-01      4  UZ      4.7124e-01   3.1416e-02
 4557  00:00:25   1.1977e+00      5  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:25   7.9330e-02      6  EP      5.1509e-02   3.1416e-02
    1  00:00:25   7.9330e-02      7  BP      5.1509e-02   3.1416e-02
    1  00:00:26   7.9339e-02      8  FP      5.1516e-02   3.1416e-02
    2  00:00:26   7.9339e-02      9  SN      5.1516e-02   3.1416e-02
    2  00:00:26   7.9338e-02     10  FP      5.1514e-02   3.1416e-02
 2758  00:00:45   7.4833e-01     11  UZ      4.7124e-01   3.1416e-02
 4557  00:00:59   1.1977e+00     12  EP      7.5398e-01   3.1416e-02
