
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0558e-02      1  EP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0558e-02      2  SN      1.8138e-02   3.1416e-02
    1  00:00:00   4.0523e-02      3  FP      1.8090e-02   3.1416e-02
  614  00:00:02   6.2858e-01      4  UZ      3.1416e-01   3.1416e-02
 1242  00:00:06   1.2568e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:06   4.0558e-02      6  EP      1.8138e-02   3.1416e-02
    1  00:00:06   4.0558e-02      7  BP      1.8138e-02   3.1416e-02
    1  00:00:06   4.0607e-02      8  FP      1.8179e-02   3.1416e-02
    2  00:00:06   4.0607e-02      9  SN      1.8179e-02   3.1416e-02
    2  00:00:06   4.0621e-02     10  FP      1.8170e-02   3.1416e-02
  613  00:00:09   6.2858e-01     11  UZ      3.1416e-01   3.1416e-02
 1242  00:00:13   1.2568e+00     12  EP      6.2832e-01   3.1416e-02
