
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.0607e-02      1  EP      2.7995e-02   3.1416e-02
    1  00:00:00   5.0513e-02      2  SN      2.7925e-02   3.1416e-02
    1  00:00:00   5.0498e-02      3  BP      2.7913e-02   3.1416e-02
   20  00:00:00   4.0559e-02      4  SN      1.8139e-02   3.1416e-02
   20  00:00:00   4.0559e-02      5  BP      1.8139e-02   3.1416e-02
   60  00:00:00   3.4452e-02      6  EP     -1.0000e-02   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.0607e-02      7  EP      2.7995e-02   3.1416e-02
    1  00:00:00   5.0629e-02      8  BP      2.8012e-02   3.1416e-02
    1  00:00:00   5.0634e-02      9  SN      2.8015e-02   3.1416e-02
   39  00:00:00   7.0904e-02     10  SN      3.8649e-02   3.1416e-02
   39  00:00:00   7.0905e-02     11  BP      3.8650e-02   3.1416e-02
  120  00:00:01   1.4598e-01     12  UZ      7.8540e-02   3.1416e-02
  268  00:00:01   2.9284e-01     13  UZ      1.5708e-01   3.1416e-02
  416  00:00:02   4.3952e-01     14  UZ      2.3562e-01   3.1416e-02
 1022  00:00:05   1.0458e+00     15  UZ      5.6037e-01   3.1416e-02
 1149  00:00:05   1.1726e+00     16  EP      6.2832e-01   3.1416e-02
