
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.5106e-02      1  EP      3.2013e-02   3.1416e-02
    1  00:00:00   5.5106e-02      2  HB      3.2013e-02   3.1416e-02
    1  00:00:00   5.5106e-02      3  BP      3.2013e-02   3.1416e-02
    1  00:00:00   5.5085e-02      4  FP      3.1990e-02   3.1416e-02
   29  00:00:00   6.6718e-02      5  SN      3.6731e-02   3.1416e-02
   29  00:00:00   6.6718e-02      6  BP      3.6731e-02   3.1416e-02
   57  00:00:01   8.5533e-02      7  SN      4.5182e-02   3.1416e-02
   57  00:00:01   8.5519e-02      8  BP      4.5168e-02   3.1416e-02
   58  00:00:01   8.6074e-02      9  BP      4.5448e-02   3.1416e-02
   58  00:00:01   8.6081e-02     10  SN      4.5452e-02   3.1416e-02
  818  00:00:09   8.0723e-01     11  SN      4.0118e-01   3.1416e-02
  959  00:00:10   9.4868e-01     12  UZ      4.7124e-01   3.1416e-02
 1277  00:00:14   1.2657e+00     13  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:14   5.5106e-02     14  EP      3.2013e-02   3.1416e-02
    1  00:00:14   5.5106e-02     15  BP      3.2013e-02   3.1416e-02
    1  00:00:14   5.5138e-02     16  SN      3.2033e-02   3.1416e-02
    2  00:00:15   5.5144e-02     17  SN      3.2031e-02   3.1416e-02
    2  00:00:15   5.5144e-02     18  BP      3.2031e-02   3.1416e-02
   29  00:00:15   6.6718e-02     19  HB      3.6731e-02   3.1416e-02
   30  00:00:16   6.6722e-02     20  SN      3.6733e-02   3.1416e-02
   30  00:00:16   6.6722e-02     21  BP      3.6733e-02   3.1416e-02
   57  00:00:17   8.5568e-02     22  SN      4.5222e-02   3.1416e-02
   57  00:00:17   8.5517e-02     23  BP      4.5167e-02   3.1416e-02
   58  00:00:17   8.6070e-02     24  BP      4.5447e-02   3.1416e-02
   58  00:00:17   8.6177e-02     25  SN      4.5534e-02   3.1416e-02
  818  00:00:26   8.0723e-01     26  SN      4.0118e-01   3.1416e-02
  959  00:00:28   9.4868e-01     27  UZ      4.7124e-01   3.1416e-02
 1277  00:00:32   1.2657e+00     28  EP      6.2832e-01   3.1416e-02
