
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.2798e-01      1  EP      2.8389e-01   3.1416e-01
    1  00:00:00   5.2798e-01      2  SN      2.8389e-01   3.1416e-01
    1  00:00:00   5.2793e-01      3  FP      2.8389e-01   3.1416e-01
   47  00:00:01   6.1087e-01      4  UZ      3.5000e-01   3.1416e-01
   81  00:00:02   8.5278e-01      5  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:02   5.2798e-01      6  EP      2.8389e-01   3.1416e-01
    1  00:00:02   5.2798e-01      7  BP      2.8389e-01   3.1416e-01
    1  00:00:02   5.2811e-01      8  SN      2.8390e-01   3.1416e-01
   36  00:00:02   6.6642e-01      9  UZ      3.5000e-01   3.1416e-01
   73  00:00:03   9.6790e-01     10  EP      5.0000e-01   3.1416e-01
