
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.7334e-02      1  EP      4.9968e-02   3.1416e-02
    1  00:00:00   7.7334e-02      2  SN      4.9968e-02   3.1416e-02
    1  00:00:00   7.7334e-02      3  FP      4.9968e-02   3.1416e-02
  153  00:00:00   8.4414e-02      4  SN      5.4771e-02   3.1416e-02
  153  00:00:00   8.4414e-02      5  BP      5.4771e-02   3.1416e-02
  813  00:00:03   1.4666e-01      6  UZ      1.0000e-01   3.1416e-02
 1531  00:00:06   2.1725e-01      7  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:07   7.7334e-02      8  EP      4.9968e-02   3.1416e-02
    1  00:00:07   7.7334e-02      9  BP      4.9968e-02   3.1416e-02
    1  00:00:07   7.7335e-02     10  FP      4.9969e-02   3.1416e-02
    2  00:00:07   7.7335e-02     11  SN      4.9969e-02   3.1416e-02
    2  00:00:07   7.7335e-02     12  FP      4.9969e-02   3.1416e-02
  153  00:00:08   8.4414e-02     13  SN      5.4771e-02   3.1416e-02
  153  00:00:08   8.4414e-02     14  BP      5.4771e-02   3.1416e-02
  813  00:00:11   1.4666e-01     15  UZ      1.0000e-01   3.1416e-02
 1531  00:00:14   2.1725e-01     16  EP      1.5000e-01   3.1416e-02
