
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   3.0383e-01      1  EP      2.0287e-01   1.0000e-01
    1  00:00:00   3.0383e-01      2  SN      2.0287e-01   1.0000e-01
    1  00:00:00   3.0361e-01      3  FP      2.0270e-01   1.0000e-01
   12  00:00:00   3.2671e-01      4  SN      2.1693e-01   1.0000e-01
   12  00:00:00   3.2671e-01      5  BP      2.1693e-01   1.0000e-01
   44  00:00:00   6.1936e-01      6  EP      4.0000e-01   1.0000e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   3.0383e-01      7  EP      2.0287e-01   1.0000e-01
    1  00:00:00   3.0383e-01      8  BP      2.0287e-01   1.0000e-01
    1  00:00:00   3.0429e-01      9  SN      2.0319e-01   1.0000e-01
    7  00:00:00   3.2671e-01     10  SN      2.1693e-01   1.0000e-01
    7  00:00:00   3.2671e-01     11  BP      2.1693e-01   1.0000e-01
   39  00:00:01   6.1936e-01     12  EP      4.0000e-01   1.0000e-01
