
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.2500e-01      1  EP      4.6202e-01   3.1416e-01
    1  00:00:02   7.2500e-01      2  SN      4.6202e-01   3.1416e-01
    1  00:00:02   7.2498e-01      3  FP      4.6201e-01   3.1416e-01
   26  00:00:11   7.9468e-01      4  SN      4.8742e-01   3.1416e-01
   26  00:00:11   7.9468e-01      5  BP      4.8742e-01   3.1416e-01
   33  00:00:14   8.2611e-01      6  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:17   7.2500e-01      7  EP      4.6202e-01   3.1416e-01
    1  00:00:17   7.2500e-01      8  BP      4.6202e-01   3.1416e-01
    1  00:00:17   7.2504e-01      9  SN      4.6204e-01   3.1416e-01
   26  00:00:27   7.9468e-01     10  SN      4.8742e-01   3.1416e-01
   26  00:00:27   7.9468e-01     11  BP      4.8742e-01   3.1416e-01
   33  00:00:29   8.2611e-01     12  EP      5.0000e-01   3.1416e-01
