
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.3624e-02      1  EP      2.1402e-02   3.1416e-02
    1  00:00:00   4.3624e-02      2  SN      2.1402e-02   3.1416e-02
    1  00:00:00   4.3614e-02      3  FP      2.1390e-02   3.1416e-02
  255  00:00:00   1.4887e-01      4  UZ      7.8540e-02   3.1416e-02
  543  00:00:02   2.9039e-01      5  UZ      1.5708e-01   3.1416e-02
  827  00:00:03   4.3159e-01      6  UZ      2.3562e-01   3.1416e-02
 1262  00:00:04   6.4846e-01      7  UZ      3.5619e-01   3.1416e-02
 2243  00:00:08   1.1386e+00      8  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   4.3624e-02      9  EP      2.1402e-02   3.1416e-02
    1  00:00:09   4.3624e-02     10  BP      2.1402e-02   3.1416e-02
    1  00:00:09   4.3637e-02     11  FP      2.1412e-02   3.1416e-02
    2  00:00:09   4.3637e-02     12  SN      2.1412e-02   3.1416e-02
    2  00:00:09   4.3640e-02     13  FP      2.1410e-02   3.1416e-02
  255  00:00:10   1.4887e-01     14  UZ      7.8540e-02   3.1416e-02
  543  00:00:12   2.9039e-01     15  UZ      1.5708e-01   3.1416e-02
  827  00:00:13   4.3159e-01     16  UZ      2.3562e-01   3.1416e-02
 1262  00:00:15   6.4846e-01     17  UZ      3.5619e-01   3.1416e-02
 2243  00:00:19   1.1386e+00     18  EP      6.2832e-01   3.1416e-02
